Title,URL,Address,Compensation,Employment Type,Description
Senior Software Engineer,https://sfbay.craigslist.org/sfc/sof/d/senior-software-engineer/6629955051.html,"San Francisco, CA",,,
Senior Software Engineer,https://sfbay.craigslist.org/sfc/sof/d/senior-software-engineer/6628461851.html,,,,
Software Support Engineer (087),https://sfbay.craigslist.org/sfc/tch/d/software-support-engineer-087/6628459829.html,Anacortes,,,
"Software Engineer, Scalability",https://sfbay.craigslist.org/sfc/sof/d/software-engineer-scalability/6628237254.html,,,,
Lead software engineer,https://sfbay.craigslist.org/sfc/sof/d/lead-software-engineer/6627086662.html,,,,
Senior Software Engineer (ONLY FULL TIME/MUST HAVE STRONG PYTHON),https://sfbay.craigslist.org/sfc/sof/d/senior-software-engineer-only/6626553223.html,San Francisco,,,
Senior Software Engineer (ONLY FULL TIME/SCALA-PHP-ANGULAR),https://sfbay.craigslist.org/sfc/sof/d/senior-software-engineer-only/6626551585.html,San Francisco,,,
Autonomous Vehicle Software Engineer,https://sfbay.craigslist.org/sfc/sof/d/autonomous-vehicle-software/6624336418.html,SOMA / south beach,,,
Software Integration Engineer,https://sfbay.craigslist.org/sfc/sof/d/software-integration-engineer/6623389414.html,SOMA / south beach,,,
Front-End Software Engineer,https://sfbay.craigslist.org/sfc/sof/d/front-end-software-engineer/6623276411.html,San Mateo,,,
Software Engineer,https://sfbay.craigslist.org/sfc/sof/d/software-engineer/6621245898.html,potrero hill,,,
Senior Software Development Engineer in Test (SDET) - Databases,https://sfbay.craigslist.org/sfc/sof/d/senior-software-development/6620201467.html,SOMA / south beach,,,
Senior Mobile Engineer,https://sfbay.craigslist.org/sfc/sof/d/senior-mobile-engineer/6638609881.html,,,,
Construction Project Manager,https://sfbay.craigslist.org/sfc/egr/d/construction-project-manager/6638577575.html,marina / cow hollow,,,
Seeking Civil Construction Inspectors.  Competitive Pay and Benefits!,https://sfbay.craigslist.org/sfc/egr/d/seeking-civil-construction/6636803391.html,financial district,,,
Work for 30+ YC Companies Seeking Web Developers - Coinbase & More,https://sfbay.craigslist.org/sfc/sof/d/work-for-30-yc-companies/6636791657.html,ingleside / SFSU / CCSF,,,
Building Science Consultant / Engineer @ Vertically Integrated RE Co,https://sfbay.craigslist.org/sfc/egr/d/building-science-consultant/6635119689.html,San Francisco,,,
30+ YC Companies Seeking Web Developers & Engineers - Coinbase & More,https://sfbay.craigslist.org/sfc/sof/d/30-yc-companies-seeking-web/6635200238.html,ingleside / SFSU / CCSF,,,
Technical Service Operations Engineer,https://sfbay.craigslist.org/sfc/sof/d/technical-service-operations/6633339013.html,,,,
Quality Assurance Role @ Leading Computer Vision Company,https://sfbay.craigslist.org/sfc/sof/d/quality-assurance-role/6633093722.html,financial district,,,
Software Test Engineer (055),https://sfbay.craigslist.org/sfc/sof/d/software-test-engineer-055/6616014771.html,Anacortes,,,
Senior Data Software Engineer,https://sfbay.craigslist.org/sfc/egr/d/senior-data-software-engineer/6615502569.html,,,,
Software Support Engineer (087),https://sfbay.craigslist.org/sfc/tch/d/software-support-engineer-087/6615403212.html,Anacortes,,,
Senior Mechanical Engineer,https://sfbay.craigslist.org/sfc/egr/d/senior-mechanical-engineer/6629848693.html,Lafayette,,,
Project Manager for High End Construction Company,https://sfbay.craigslist.org/sfc/egr/d/project-manager-for-high-end/6629730262.html,SOMA / south beach,,,
Developers | Work For A Y COMBINATOR Backed Company - Coinbase & more,https://sfbay.craigslist.org/sfc/sof/d/developers-work-for-y/6629558419.html,ingleside / SFSU / CCSF,,,
Senior Backend Engineer @ monARC Bionetworks,https://sfbay.craigslist.org/sfc/sof/d/senior-backend-engineer/6629465714.html,financial district,,,
Lead Senior Software Developer (053),https://sfbay.craigslist.org/sfc/sof/d/lead-senior-software/6628531826.html,Anacortes,,,
HVAC Systems Design Engineer in SLO,https://sfbay.craigslist.org/sfc/egr/d/hvac-systems-design-engineer/6628471754.html,San Luis Obispo,,,
HVAC Production/Drafting Team in SLO,https://sfbay.craigslist.org/sfc/egr/d/hvac-production-drafting-team/6628472985.html,San Luis Obispo,,,
HVAC Senior Mechanical Engineer in SLO,https://sfbay.craigslist.org/sfc/egr/d/hvac-senior-mechanical/6628473598.html,San Luis Obispo,,,
"Senior iOS Engineer, Shopper Growth",https://sfbay.craigslist.org/sfc/sof/d/senior-ios-engineer-shopper/6628466389.html,,,,
"Sr. iOS Engineer, In-Store Logistics",https://sfbay.craigslist.org/sfc/sof/d/sr-ios-engineer-in-store/6628452504.html,,,,
Senior MySQL Database Engineer/Developer (067),https://sfbay.craigslist.org/sfc/sof/d/senior-mysql-database/6628395549.html,Anacortes,,,
Sr. Android Engineer,https://sfbay.craigslist.org/sfc/sof/d/sr-android-engineer/6628242591.html,,,,
Experienced Software Engineer - Backend,https://sfbay.craigslist.org/sfc/sof/d/experienced-software-engineer/6613888868.html,financial district,,,
VR Content Developer,https://sfbay.craigslist.org/sfc/sof/d/vr-content-developer/6627768293.html,SOMA / south beach,,,
Software Engineers(SFO)/PM (Palo Alto),https://sfbay.craigslist.org/sfc/sof/d/software-engineerssfo-pm-palo/6626835313.html,,,,
Deep Learning Research Engineer,https://sfbay.craigslist.org/sfc/sof/d/deep-learning-research/6626807553.html,Meridian,,,
Lead Backend Engineer,https://sfbay.craigslist.org/sfc/sof/d/lead-backend-engineer/6626804264.html,Meridian,,,
Software Developer (042),https://sfbay.craigslist.org/sfc/sof/d/software-developer-042/6626785331.html,Anacortes,,,
Senior Data Engineer (ONLY FULL TIME/URGENT NEED),https://sfbay.craigslist.org/sfc/sof/d/senior-data-engineer-only/6626553917.html,San Francisco,,,
